contact_duration,number_contacts,previous_days,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
51,1,999,1,0.0,,1,2022-11-25
911,1,999,0,,,1,2022-11-07
392,1,999,1,0.0,,1,2022-11-12
122,2,999,0,,,1,2022-11-05
998,1,999,0,,,1,2022-11-21
405,2,999,0,,,1,2022-11-23
291,1,999,0,,,1,2022-11-03
137,1,999,0,,,1,2022-11-03
90,1,999,1,0.0,,1,2022-11-26
46,1,999,0,,,1,2022-11-26
77,2,999,0,,,1,2022-11-27
802,1,999,0,,,1,2022-11-14
1057,1,999,0,,,1,2022-11-10
64,1,999,0,,,1,2022-11-06
87,2,999,1,0.0,,1,2022-11-10
196,1,999,0,,,1,2022-11-12
161,2,999,0,,,1,2022-11-02
96,1,999,0,,,1,2022-11-29
75,1,999,0,,,1,2022-11-16
60,1,999,1,0.0,,1,2022-11-25
69,1,999,0,,,1,2022-11-07
41,1,999,0,,,1,2022-11-05
98,1,999,1,0.0,,1,2022-11-13
162,1,999,0,,,1,2022-11-07
341,1,999,0,,,1,2022-11-28
332,1,999,1,0.0,,1,2022-11-22
126,2,999,0,,,1,2022-11-15
187,5,999,1,0.0,,1,2022-11-14
281,3,999,0,,,1,2022-11-14
37,1,999,1,0.0,,1,2022-11-29
138,1,999,0,,,1,2022-11-04
141,2,999,0,,,1,2022-11-10
135,1,999,0,,,1,2022-11-30
274,2,999,0,,,1,2022-11-13
169,1,999,0,,,1,2022-11-15
205,2,999,1,0.0,,1,2022-11-11
83,1,999,1,0.0,,1,2022-11-29
113,1,999,0,,,1,2022-11-08
114,1,999,0,,,1,2022-11-19
60,2,999,0,,,1,2022-11-22
161,1,999,0,,,1,2022-11-09
128,1,999,0,,,1,2022-11-18
187,1,999,1,0.0,,1,2022-11-07
134,1,999,0,,,1,2022-11-21
182,2,999,1,0.0,,1,2022-11-03
87,1,999,0,,,1,2022-11-16
248,1,999,1,0.0,,1,2022-11-03
133,1,999,0,,,1,2022-11-01
149,1,999,0,,,1,2022-11-30
152,1,999,0,,,1,2022-11-19
133,1,999,0,,,1,2022-11-28
131,1,999,1,0.0,,1,2022-11-15
68,1,999,0,,,1,2022-11-26
50,1,999,0,,,1,2022-11-29
265,1,999,0,,,1,2022-11-14
565,1,999,1,0.0,,1,2022-11-26
405,1,999,0,,,1,2022-11-05
134,4,999,0,,,1,2022-11-25
968,1,999,0,,,1,2022-11-14
82,1,999,1,0.0,,1,2022-11-24
416,2,999,0,,,1,2022-11-13
17,5,999,1,0.0,,1,2022-11-16
208,1,999,0,,,1,2022-11-09
201,3,999,1,0.0,,1,2022-11-08
374,1,999,0,,,1,2022-11-10
581,2,999,0,,,1,2022-11-19
105,1,999,1,0.0,,1,2022-11-16
1548,1,999,0,,,1,2022-11-09
150,1,999,1,0.0,,1,2022-11-08
210,1,999,0,,,1,2022-11-01
131,1,999,0,,,1,2022-11-13
97,1,999,0,,,1,2022-11-05
124,2,999,0,,,1,2022-11-27
742,1,999,0,,,1,2022-11-25
151,2,999,0,,,1,2022-11-09
360,1,999,0,,,1,2022-11-08
96,1,999,0,,,1,2022-11-09
117,1,999,0,,,1,2022-11-01
70,1,999,0,,,1,2022-11-28
57,1,999,0,,,1,2022-11-14
85,2,999,0,,,1,2022-11-01
89,1,999,0,,,1,2022-11-10
117,1,999,0,,,1,2022-11-21
69,1,999,1,0.0,,1,2022-11-05
414,3,999,0,,,1,2022-11-19
323,1,999,0,,,1,2022-11-25
168,1,999,0,,,1,2022-11-01
111,1,999,0,,,1,2022-11-05
227,1,999,0,,,1,2022-11-09
72,5,999,0,,,1,2022-11-29
76,1,999,0,,,1,2022-11-02
448,1,999,0,,,1,2022-11-17
755,1,999,0,,,1,2022-11-17
514,1,999,0,,,1,2022-11-19
482,3,999,1,0.0,,1,2022-11-17
50,4,999,0,,,1,2022-11-23
101,1,999,0,,,1,2022-11-12
77,2,999,1,0.0,,1,2022-11-27
85,2,999,0,,,1,2022-11-09
638,2,999,0,,,1,2022-11-13
59,1,999,0,,,1,2022-11-14
779,2,999,1,0.0,,1,2022-11-03
198,1,999,0,,,1,2022-11-19
190,1,999,1,0.0,,1,2022-11-05
363,2,999,0,,,1,2022-11-24
155,1,999,1,0.0,,1,2022-11-24
130,1,999,0,,,1,2022-11-20
19,5,999,0,,,1,2022-11-04
319,1,999,0,,,1,2022-11-08
116,5,999,0,,,1,2022-11-27
1283,1,999,0,,,1,2022-11-28
293,2,999,1,0.0,,1,2022-11-21
622,2,999,0,,,1,2022-11-29
62,1,999,0,,,1,2022-11-01
148,1,999,0,,,1,2022-11-05
111,1,999,0,,,1,2022-11-28
172,1,999,1,0.0,,1,2022-11-05
186,1,999,0,,,1,2022-11-02
164,1,999,0,,,1,2022-11-24
220,2,999,0,,,1,2022-11-16
296,1,999,0,,,1,2022-11-14
267,2,999,0,,,1,2022-11-28
231,2,999,0,,,1,2022-11-07
178,1,999,1,0.0,,1,2022-11-09
547,7,999,0,,,1,2022-11-26
161,1,999,0,,,1,2022-11-24
59,2,999,1,0.0,,1,2022-11-09
121,3,999,0,,,1,2022-11-06
477,1,999,0,,,1,2022-11-30
384,1,999,1,0.0,,1,2022-11-07
149,1,999,1,0.0,,1,2022-11-27
59,1,999,0,,,1,2022-11-25
125,2,999,0,,,1,2022-11-17
522,1,6,1,1.0,,1,2022-11-22
201,1,999,0,,,1,2022-11-06
230,1,999,0,,,1,2022-11-13
180,1,999,1,0.0,,1,2022-11-17
98,1,999,0,,,1,2022-11-15
73,1,999,0,,,1,2022-11-09
391,2,999,0,,,1,2022-11-23
131,2,999,0,,,1,2022-11-06
174,1,999,0,,,1,2022-11-11
147,1,999,0,,,1,2022-11-05
126,2,999,0,,,1,2022-11-06
265,1,999,0,,,1,2022-11-16
67,3,999,0,,,1,2022-11-27
136,2,999,1,0.0,,1,2022-11-02
174,1,999,1,0.0,,1,2022-11-27
101,1,999,0,,,1,2022-11-02
299,2,999,0,,,1,2022-11-13
392,3,999,0,,,1,2022-11-03
780,1,999,0,,,1,2022-11-10
159,2,4,1,1.0,,1,2022-11-11
562,1,999,0,,,1,2022-11-21
127,1,999,1,0.0,,1,2022-11-03
418,2,999,0,,,1,2022-11-13
259,1,999,1,0.0,,1,2022-11-28
295,1,999,1,0.0,,1,2022-11-12
138,1,999,0,,,1,2022-11-08
124,2,999,0,,,1,2022-11-07
146,1,999,0,,,1,2022-11-26
145,1,999,0,,,1,2022-11-29
57,1,999,1,0.0,,1,2022-11-19
69,2,999,0,,,1,2022-11-15
166,1,999,0,,,1,2022-11-12
82,1,999,0,,,1,2022-11-14
277,1,999,0,,,1,2022-11-08
194,2,999,1,0.0,,1,2022-11-07
138,1,999,1,0.0,,1,2022-11-15
1502,1,999,0,,,1,2022-11-13
175,1,999,0,,,1,2022-11-25
117,1,999,0,,,1,2022-11-22
1049,1,999,0,,,1,2022-11-06
134,1,999,0,,,1,2022-11-18
117,2,999,0,,,1,2022-11-05
187,1,999,1,0.0,,1,2022-11-20
107,3,999,0,,,1,2022-11-06
40,2,999,1,0.0,,1,2022-11-25
161,2,999,0,,,1,2022-11-19
71,5,999,0,,,1,2022-11-14
772,2,999,0,,,1,2022-11-14
128,7,999,0,,,1,2022-11-21
195,2,999,0,,,1,2022-11-29
353,2,999,0,,,1,2022-11-20
25,1,999,0,,,1,2022-11-01
175,1,999,1,0.0,,1,2022-11-10
55,1,999,0,,,1,2022-11-09
137,2,999,0,,,1,2022-11-30
631,2,999,0,,,1,2022-11-24
98,1,999,0,,,1,2022-11-26
208,1,999,0,,,1,2022-11-04
131,1,999,0,,,1,2022-11-28
47,1,999,0,,,1,2022-11-21
140,1,999,0,,,1,2022-11-17
286,1,999,0,,,1,2022-11-05
690,3,999,0,,,1,2022-11-09
102,2,999,0,,,1,2022-11-22
93,1,999,1,0.0,,1,2022-11-18
120,1,999,0,,,1,2022-11-08
570,1,999,0,,,1,2022-11-01
456,2,999,0,,,1,2022-11-17
49,2,999,1,0.0,,1,2022-11-27
54,1,999,1,0.0,,1,2022-11-03
160,1,999,0,,,1,2022-11-25
385,1,999,0,,,1,2022-11-28
250,1,999,0,,,1,2022-11-26
164,3,999,0,,,1,2022-11-04
234,1,999,1,0.0,,1,2022-11-12
177,1,999,0,,,1,2022-11-21
50,1,999,0,,,1,2022-11-07
457,2,999,0,,,1,2022-11-22
623,1,999,0,,,1,2022-11-02
20,4,999,0,,,1,2022-11-26
1206,2,999,0,,,1,2022-11-16
21,10,999,0,,,1,2022-11-26
559,1,999,1,0.0,,1,2022-11-20
205,1,999,0,,,1,2022-11-07
1065,1,999,0,,,1,2022-11-10
401,1,999,0,,,1,2022-11-06
50,2,999,0,,,1,2022-11-26
113,2,999,1,0.0,,1,2022-11-29
1028,2,999,0,,,1,2022-11-11
213,5,999,0,,,1,2022-11-14
340,2,999,0,,,1,2022-11-13
90,2,999,1,0.0,,1,2022-11-21
286,3,999,0,,,1,2022-11-25
342,2,999,0,,,1,2022-11-23
394,2,999,0,,,1,2022-11-03
63,1,999,0,,,1,2022-11-14
73,1,999,0,,,1,2022-11-07
214,1,999,0,,,1,2022-11-22
76,2,999,0,,,1,2022-11-10
337,1,999,0,,,1,2022-11-28
88,2,999,1,0.0,,1,2022-11-08
96,3,999,0,,,1,2022-11-05
171,2,999,1,0.0,,1,2022-11-07
418,1,999,0,,,1,2022-11-02
434,1,999,0,,,1,2022-11-03
54,1,999,0,,,1,2022-11-05
86,2,999,0,,,1,2022-11-10
1265,3,999,0,,,1,2022-11-07
104,1,999,1,0.0,,1,2022-11-21
485,1,999,0,,,1,2022-11-10
251,1,999,1,0.0,,1,2022-11-28
328,1,999,0,,,1,2022-11-18
108,1,999,0,,,1,2022-11-01
88,1,999,1,0.0,,1,2022-11-09
220,1,999,0,,,1,2022-11-17
118,1,999,0,,,1,2022-11-06
520,1,999,0,,,1,2022-11-05
139,2,999,0,,,1,2022-11-27
501,2,999,0,,,1,2022-11-01
408,1,999,1,0.0,,1,2022-11-02
292,1,999,0,,,1,2022-11-30
95,1,999,0,,,1,2022-11-24
77,1,999,0,,,1,2022-11-03
62,1,999,0,,,1,2022-11-19
359,2,999,1,0.0,,1,2022-11-13
640,1,999,1,0.0,,1,2022-11-07
178,1,999,1,0.0,,1,2022-11-15
112,1,999,0,,,1,2022-11-06
589,2,999,0,,,1,2022-11-04
433,1,999,1,0.0,,1,2022-11-10
122,2,999,0,,,1,2022-11-29
254,1,999,0,,,1,2022-11-26
236,1,999,0,,,1,2022-11-09
60,1,999,0,,,1,2022-11-12
216,2,999,0,,,1,2022-11-06
70,1,999,0,,,1,2022-11-15
541,1,999,0,,,1,2022-11-20
199,1,999,0,,,1,2022-11-24
191,1,999,1,0.0,,1,2022-11-10
300,1,999,0,,,1,2022-11-25
362,3,999,0,,,1,2022-11-04
1061,4,999,0,,,1,2022-11-30
208,1,999,0,,,1,2022-11-06
377,3,0,2,1.0,,1,2022-11-29
54,1,999,0,,,1,2022-11-23
157,1,999,0,,,1,2022-11-24
47,1,999,1,0.0,,1,2022-11-25
625,1,999,0,,,1,2022-11-23
88,1,999,1,0.0,,1,2022-11-12
120,2,999,1,0.0,,1,2022-11-09
89,3,999,1,0.0,,1,2022-11-20
616,2,999,0,,,1,2022-11-24
56,4,999,0,,,1,2022-11-18
238,4,999,0,,,1,2022-11-25
112,2,999,0,,,1,2022-11-21
748,2,999,0,,,1,2022-11-16
184,4,999,0,,,1,2022-11-06
202,2,999,1,0.0,,1,2022-11-05
273,2,999,0,,,1,2022-11-19
223,2,999,0,,,1,2022-11-16
382,2,999,0,,,1,2022-11-13
278,3,999,0,,,1,2022-11-30
294,2,999,0,,,1,2022-11-28
783,3,999,0,,,1,2022-11-20
1662,3,999,0,,,1,2022-11-03
79,2,999,0,,,1,2022-11-11
115,2,999,0,,,1,2022-11-02
101,2,999,1,0.0,,1,2022-11-12
223,2,999,0,,,1,2022-11-01
126,2,999,0,,,1,2022-11-08
73,2,999,1,0.0,,1,2022-11-14
163,2,999,0,,,1,2022-11-28
299,2,999,0,,,1,2022-11-15
107,3,999,0,,,1,2022-11-11
70,3,999,0,,,1,2022-11-08
258,2,999,0,,,1,2022-11-14
1120,2,999,0,,,1,2022-11-14
223,4,999,0,,,1,2022-11-07
184,2,999,0,,,1,2022-11-05
523,2,999,0,,,1,2022-11-05
77,4,999,0,,,1,2022-11-05
252,2,999,1,0.0,,1,2022-11-16
104,3,999,0,,,1,2022-11-06
433,2,999,0,,,1,2022-11-08
178,3,999,0,,,1,2022-11-21
174,2,999,0,,,1,2022-11-10
354,2,999,0,,,1,2022-11-23
231,4,999,0,,,1,2022-11-26
757,2,999,0,,,1,2022-11-09
130,3,999,0,,,1,2022-11-07
111,2,999,0,,,1,2022-11-12
130,2,999,1,0.0,,1,2022-11-27
374,2,999,0,,,1,2022-11-11
95,3,999,0,,,1,2022-11-11
680,2,999,1,0.0,,1,2022-11-22
191,2,999,1,0.0,,1,2022-11-04
193,2,999,0,,,1,2022-11-19
1468,3,999,0,,,1,2022-11-07
188,5,999,0,,,1,2022-11-20
221,2,999,1,0.0,,1,2022-11-13
59,2,999,0,,,1,2022-11-21
314,3,999,0,,,1,2022-11-24
246,3,999,0,,,1,2022-11-29
154,2,999,0,,,1,2022-11-30
432,2,999,0,,,1,2022-11-05
584,2,999,0,,,1,2022-11-05
140,3,999,0,,,1,2022-11-20
709,2,999,0,,,1,2022-11-01
635,3,999,1,0.0,,1,2022-11-08
449,2,999,0,,,1,2022-11-13
108,4,999,1,0.0,,1,2022-11-22
53,2,999,0,,,1,2022-11-22
151,2,999,0,,,1,2022-11-14
287,3,999,0,,,1,2022-11-28
266,2,999,0,,,1,2022-11-04
105,2,999,1,0.0,,1,2022-11-18
225,2,999,0,,,1,2022-11-05
154,2,999,0,,,1,2022-11-28
172,3,999,0,,,1,2022-11-01
221,5,999,0,,,1,2022-11-10
209,2,999,0,,,1,2022-11-23
356,2,999,0,,,1,2022-11-09
259,2,999,0,,,1,2022-11-02
91,2,999,0,,,1,2022-11-21
729,3,999,0,,,1,2022-11-20
744,2,999,0,,,1,2022-11-11
222,3,999,1,0.0,,1,2022-11-18
406,3,999,0,,,1,2022-11-16
307,3,999,0,,,1,2022-11-13
1337,4,999,1,0.0,,1,2022-11-28
178,2,999,0,,,1,2022-11-10
304,2,999,0,,,1,2022-11-16
1307,3,999,1,0.0,,1,2022-11-11
93,3,999,1,0.0,,1,2022-11-28
225,5,999,0,,,1,2022-11-06
515,5,999,0,,,1,2022-11-14
312,3,999,0,,,1,2022-11-01
243,2,999,1,0.0,,1,2022-11-29
117,2,999,0,,,1,2022-11-20
207,2,999,1,0.0,,1,2022-11-09
67,2,999,1,0.0,,1,2022-11-11
581,2,999,0,,,1,2022-11-03
676,2,999,0,,,1,2022-11-22
300,5,999,1,0.0,,1,2022-11-27
611,2,999,0,,,1,2022-11-18
52,2,999,0,,,1,2022-11-14
275,3,999,0,,,1,2022-11-25
188,2,999,0,,,1,2022-11-15
130,2,999,0,,,1,2022-11-23
46,2,999,0,,,1,2022-11-12
143,3,999,0,,,1,2022-11-17
214,2,6,1,1.0,,1,2022-11-21
248,3,999,0,,,1,2022-11-03
159,7,999,0,,,1,2022-11-08
307,2,999,0,,,1,2022-11-24
37,2,999,0,,,1,2022-11-05
193,5,999,0,,,1,2022-11-11
1271,2,999,0,,,1,2022-11-26
167,2,999,0,,,1,2022-11-21
475,2,999,0,,,1,2022-11-10
590,2,999,0,,,1,2022-11-07
196,3,999,1,0.0,,1,2022-11-06
228,3,999,0,,,1,2022-11-24
575,9,999,0,,,1,2022-11-15
322,3,999,0,,,1,2022-11-20
546,3,999,0,,,1,2022-11-11
1435,3,999,1,0.0,,1,2022-11-08
332,4,999,0,,,1,2022-11-29
214,2,999,0,,,1,2022-11-08
501,4,999,0,,,1,2022-11-15
285,2,999,0,,,1,2022-11-15
320,3,999,0,,,1,2022-11-01
723,2,999,0,,,1,2022-11-23
89,3,999,0,,,1,2022-11-02
193,3,999,0,,,1,2022-11-08
284,5,999,0,,,1,2022-11-04
135,4,999,0,,,1,2022-11-22
214,3,999,0,,,1,2022-11-30
162,2,999,0,,,1,2022-11-06
303,3,999,0,,,1,2022-11-29
575,6,999,0,,,1,2022-11-07
245,4,999,0,,,1,2022-11-24
64,7,999,0,,,1,2022-11-17
146,3,999,1,0.0,,1,2022-11-17
281,2,999,0,,,1,2022-11-12
182,2,999,0,,,1,2022-11-10
291,2,999,0,,,1,2022-11-21
616,3,999,1,0.0,,1,2022-11-22
186,5,999,0,,,1,2022-11-25
248,2,999,0,,,1,2022-11-05
380,2,999,0,,,1,2022-11-02
314,2,999,1,0.0,,1,2022-11-29
206,3,999,0,,,1,2022-11-18
519,2,999,0,,,1,2022-11-27
209,3,999,0,,,1,2022-11-15
185,2,999,1,0.0,,1,2022-11-05
335,2,999,0,,,1,2022-11-06
131,3,999,1,0.0,,1,2022-11-30
71,4,999,0,,,1,2022-11-11
323,2,999,0,,,1,2022-11-14
70,4,999,0,,,1,2022-11-05
62,3,999,1,0.0,,1,2022-11-28
596,2,999,0,,,1,2022-11-21
517,2,999,1,0.0,,1,2022-11-14
208,2,999,0,,,1,2022-11-19
145,3,999,0,,,1,2022-11-13
52,3,999,0,,,1,2022-11-17
11,3,999,0,,,1,2022-11-06
206,5,999,0,,,1,2022-11-30
107,2,999,0,,,1,2022-11-05
54,7,999,0,,,1,2022-11-28
107,2,999,0,,,1,2022-11-20
102,2,999,0,,,1,2022-11-05
201,2,6,1,1.0,,1,2022-11-30
844,2,999,0,,,1,2022-11-09
66,2,3,1,1.0,,1,2022-11-03
278,7,999,0,,,1,2022-11-27
1311,2,999,0,,,1,2022-11-29
255,6,999,0,,,1,2022-11-20
599,4,999,1,0.0,,1,2022-11-08
339,3,999,0,,,1,2022-11-02
558,3,999,0,,,1,2022-11-08
800,6,999,0,,,1,2022-11-09
854,2,999,0,,,1,2022-11-02
635,6,999,0,,,1,2022-11-16
72,3,999,0,,,1,2022-11-30
14,7,999,0,,,1,2022-11-06
274,2,999,0,,,1,2022-11-22
291,2,999,0,,,1,2022-11-08
82,3,999,0,,,1,2022-11-20
97,2,999,0,,,1,2022-11-18
130,6,999,0,,,1,2022-11-13
88,2,999,1,0.0,,1,2022-11-23
132,3,999,0,,,1,2022-11-30
36,3,999,0,,,1,2022-11-21
348,3,999,0,,,1,2022-11-02
161,7,999,0,,,1,2022-11-29
77,2,999,0,,,1,2022-11-26
143,6,999,0,,,1,2022-11-04
80,5,999,1,0.0,,1,2022-11-19
366,6,999,0,,,1,2022-11-28
298,2,5,1,1.0,,1,2022-11-18
64,2,999,0,,,1,2022-11-25
51,7,999,0,,,1,2022-11-13
75,2,4,1,1.0,,1,2022-11-04
65,2,999,0,,,1,2022-11-22
69,2,999,0,,,1,2022-11-15
37,2,999,0,,,1,2022-11-25
632,2,999,0,,,1,2022-11-14
48,2,999,0,,,1,2022-11-23
57,2,999,0,,,1,2022-11-16
164,2,999,0,,,1,2022-11-21
48,3,999,0,,,1,2022-11-14
42,7,999,0,,,1,2022-11-12
171,2,999,1,0.0,,1,2022-11-18
91,2,999,0,,,1,2022-11-28
78,2,999,0,,,1,2022-11-23
518,2,999,0,,,1,2022-11-29
73,3,999,0,,,1,2022-11-06
105,6,999,0,,,1,2022-11-07
340,2,999,0,,,1,2022-11-07
379,2,999,0,,,1,2022-11-07
114,2,999,0,,,1,2022-11-16
667,2,999,0,,,1,2022-11-28
286,6,999,1,0.0,,1,2022-11-03
77,3,999,0,,,1,2022-11-16
125,1,999,1,0.0,,1,2022-11-23
21,1,999,0,,,1,2022-11-30
104,1,999,0,,,1,2022-11-07
186,1,999,0,,,1,2022-11-15
136,1,999,0,,,1,2022-11-16
145,1,999,0,,,1,2022-11-09
179,1,999,1,0.0,,1,2022-11-22
466,1,999,0,,,1,2022-11-10
834,3,999,0,,,1,2022-11-09
26,5,999,1,0.0,,1,2022-11-19
459,1,999,0,,,1,2022-11-04
113,4,999,0,,,1,2022-11-25
997,2,999,0,,,1,2022-11-12
284,1,999,0,,,1,2022-11-01
281,2,999,0,,,1,2022-11-29
107,1,999,0,,,1,2022-11-27
209,3,999,0,,,1,2022-11-07
125,1,999,0,,,1,2022-11-09
149,3,999,0,,,1,2022-11-24
308,1,999,0,,,1,2022-11-08
191,1,999,0,,,1,2022-11-13
373,1,999,0,,,1,2022-11-24
100,1,999,0,,,1,2022-11-01
66,1,999,0,,,1,2022-11-26
392,2,3,1,1.0,,1,2022-11-14
477,1,999,0,,,1,2022-11-07
291,1,999,0,,,1,2022-11-11
276,1,999,1,0.0,,1,2022-11-30
93,3,999,0,,,1,2022-11-27
86,1,999,0,,,1,2022-11-24
68,1,999,1,0.0,,1,2022-11-20
142,2,999,1,0.0,,1,2022-11-06
49,1,999,0,,,1,2022-11-15
251,1,999,0,,,1,2022-11-28
137,1,999,0,,,1,2022-11-14
120,1,999,0,,,1,2022-11-11
25,8,999,0,,,1,2022-11-25
220,1,999,0,,,1,2022-11-17
174,1,999,0,,,1,2022-11-12
370,1,999,1,0.0,,1,2022-11-10
116,1,999,0,,,1,2022-11-22
74,1,999,0,,,1,2022-11-13
68,1,999,0,,,1,2022-11-23
125,2,999,0,,,1,2022-11-13
254,2,999,0,,,1,2022-11-27
358,1,999,1,0.0,,1,2022-11-28
670,1,999,0,,,1,2022-11-12
68,1,999,0,,,1,2022-11-15
428,1,999,0,,,1,2022-11-29
366,4,999,0,,,1,2022-11-26
81,1,999,0,,,1,2022-11-07
322,1,999,0,,,1,2022-11-22
46,1,999,0,,,1,2022-11-19
140,1,999,0,,,1,2022-11-18
732,1,999,0,,,1,2022-11-06
408,1,999,0,,,1,2022-11-23
125,1,999,1,0.0,,1,2022-11-26
68,1,999,0,,,1,2022-11-10
76,9,999,0,,,1,2022-11-04
110,2,999,0,,,1,2022-11-14
415,1,999,0,,,1,2022-11-03
166,1,999,0,,,1,2022-11-13
486,1,999,0,,,1,2022-11-05
245,1,999,0,,,1,2022-11-26
228,1,999,0,,,1,2022-11-02
114,1,999,0,,,1,2022-11-04
463,1,999,0,,,1,2022-11-20
329,1,999,0,,,1,2022-11-19
364,1,999,0,,,1,2022-11-14
199,1,999,0,,,1,2022-11-02
145,5,999,0,,,1,2022-11-30
110,1,999,0,,,1,2022-11-15
52,3,999,0,,,1,2022-11-24
34,2,999,0,,,1,2022-11-10
232,4,999,0,,,1,2022-11-01
530,1,999,0,,,1,2022-11-14
505,1,999,1,0.0,,1,2022-11-10
140,2,999,0,,,1,2022-11-22
884,2,999,0,,,1,2022-11-09
301,1,999,0,,,1,2022-11-22
319,1,999,0,,,1,2022-11-15
71,1,999,1,0.0,,1,2022-11-16
157,1,999,0,,,1,2022-11-15
405,1,999,1,0.0,,1,2022-11-16
93,1,999,1,0.0,,1,2022-11-04
42,1,999,0,,,1,2022-11-21
39,1,999,0,,,1,2022-11-29
231,1,999,0,,,1,2022-11-25
107,1,999,0,,,1,2022-11-26
30,1,999,0,,,1,2022-11-11
90,2,999,0,,,1,2022-11-18
531,1,999,0,,,1,2022-11-05
106,2,999,1,0.0,,1,2022-11-23
166,3,999,0,,,1,2022-11-07
114,1,999,0,,,1,2022-11-29
85,1,999,0,,,1,2022-11-26
59,1,999,0,,,1,2022-11-13
180,1,999,1,0.0,,1,2022-11-22
628,1,999,0,,,1,2022-11-05
1192,1,999,0,,,1,2022-11-20
101,1,999,0,,,1,2022-11-17
370,1,999,0,,,1,2022-11-02
76,1,999,1,0.0,,1,2022-11-30
103,2,999,1,0.0,,1,2022-11-05
217,1,999,0,,,1,2022-11-15
566,2,999,0,,,1,2022-11-17
422,1,999,0,,,1,2022-11-11
23,2,999,1,0.0,,1,2022-11-22
120,1,999,0,,,1,2022-11-28
45,1,999,1,0.0,,1,2022-11-27
48,4,999,0,,,1,2022-11-01
20,6,999,0,,,1,2022-11-22
147,1,999,0,,,1,2022-11-25
99,2,999,0,,,1,2022-11-09
173,1,999,0,,,1,2022-11-09
47,1,999,1,0.0,,1,2022-11-23
67,1,999,1,0.0,,1,2022-11-03
283,1,999,0,,,1,2022-11-29
126,1,999,0,,,1,2022-11-30
46,2,999,1,0.0,,1,2022-11-17
163,2,999,0,,,1,2022-11-06
1058,1,999,0,,,1,2022-11-14
485,1,999,1,0.0,,1,2022-11-28
454,1,999,0,,,1,2022-11-17
176,1,999,0,,,1,2022-11-14
103,1,999,0,,,1,2022-11-01
277,1,999,0,,,1,2022-11-19
74,2,999,1,0.0,,1,2022-11-19
137,5,999,0,,,1,2022-11-13
88,2,999,0,,,1,2022-11-16
158,5,999,0,,,1,2022-11-19
234,1,999,0,,,1,2022-11-04
121,1,999,0,,,1,2022-11-30
258,1,999,0,,,1,2022-11-25
523,2,999,0,,,1,2022-11-01
640,1,999,0,,,1,2022-11-07
60,1,999,0,,,1,2022-11-19
1816,1,999,0,,,1,2022-11-15
203,1,999,0,,,1,2022-11-07
73,1,999,1,0.0,,1,2022-11-01
728,1,999,0,,,1,2022-11-01
157,1,999,0,,,1,2022-11-09
175,1,999,0,,,1,2022-11-30
63,5,999,0,,,1,2022-11-13
993,1,999,0,,,1,2022-11-17
155,1,999,0,,,1,2022-11-18
146,1,999,1,0.0,,1,2022-11-21
91,1,999,0,,,1,2022-11-06
112,1,999,0,,,1,2022-11-13
333,2,3,1,1.0,,1,2022-11-21
124,1,999,0,,,1,2022-11-18
172,1,999,0,,,1,2022-11-03
34,1,999,1,0.0,,1,2022-11-07
318,2,999,0,,,1,2022-11-14
1040,1,999,0,,,1,2022-11-16
103,1,999,0,,,1,2022-11-06
8,6,999,0,,,1,2022-11-18
88,2,999,0,,,1,2022-11-06
25,1,999,0,,,1,2022-11-06
26,6,999,0,,,1,2022-11-03
549,1,999,0,,,1,2022-11-28
168,1,999,0,,,1,2022-11-01
67,1,999,0,,,1,2022-11-03
60,1,999,0,,,1,2022-11-10
167,1,999,1,0.0,,1,2022-11-17
59,4,999,0,,,1,2022-11-20
73,4,999,0,,,1,2022-11-30
302,4,999,0,,,1,2022-11-14
541,1,999,0,,,1,2022-11-22
92,1,999,0,,,1,2022-11-28
85,1,999,0,,,1,2022-11-29
128,1,999,0,,,1,2022-11-16
278,1,999,0,,,1,2022-11-09
316,1,999,0,,,1,2022-11-15
278,2,999,0,,,1,2022-11-14
478,1,999,0,,,1,2022-11-28
202,1,999,0,,,1,2022-11-15
171,1,999,1,0.0,,1,2022-11-22
352,3,999,0,,,1,2022-11-13
755,1,999,0,,,1,2022-11-11
252,1,999,0,,,1,2022-11-22
114,1,999,0,,,1,2022-11-13
53,1,999,0,,,1,2022-11-17
223,1,999,0,,,1,2022-11-05
57,1,999,0,,,1,2022-11-22
91,1,999,0,,,1,2022-11-05
26,1,999,1,0.0,,1,2022-11-01
59,2,999,0,,,1,2022-11-11
90,2,999,0,,,1,2022-11-08
228,1,999,0,,,1,2022-11-23
148,6,999,1,0.0,,1,2022-11-02
199,2,999,0,,,1,2022-11-09
1031,6,999,0,,,1,2022-11-01
147,1,999,0,,,1,2022-11-22
82,1,999,0,,,1,2022-11-21
60,1,999,0,,,1,2022-11-01
204,1,999,0,,,1,2022-11-28
230,1,999,0,,,1,2022-11-01
173,2,999,0,,,1,2022-11-30
309,1,999,0,,,1,2022-11-14
74,1,999,0,,,1,2022-11-16
500,1,999,0,,,1,2022-11-18
70,1,999,0,,,1,2022-11-28
18,6,999,0,,,1,2022-11-30
174,1,999,0,,,1,2022-11-05
189,1,999,0,,,1,2022-11-10
222,1,999,0,,,1,2022-11-30
520,2,999,0,,,1,2022-11-13
290,1,999,0,,,1,2022-11-01
220,1,999,1,0.0,,1,2022-11-29
22,4,999,0,,,1,2022-11-17
